week,region,store_id,product_category,promotion_flag,forecast_units,actual_units,stockout_hours,unit_price_dkk,ending_inventory
3,Jylland,Store_24,Meat,1,157,137,0,12.08,20
3,Jylland,Store_24,Produce,1,198,166,0,39.4,32
3,Jylland,Store_24,Bakery,1,132,162,17,34.35,0
3,Jylland,Store_24,Frozen,1,90,71,0,21.28,19
3,Jylland,Store_24,Dry Goods,1,168,176,19,38.29,0
3,Sjælland,Store_25,Dairy,0,111,102,0,39.77,9
3,Sjælland,Store_25,Meat,1,173,172,0,35.84,1
3,Sjælland,Store_25,Produce,1,184,281,22,39.35,0
3,Sjælland,Store_25,Bakery,1,189,221,8,15.42,0
3,Sjælland,Store_25,Frozen,0,165,130,0,26.19,35
3,Sjælland,Store_25,Dry Goods,1,81,99,22,31.78,0
4,Jylland,Store_01,Dairy,0,194,173,0,22.4,21
4,Jylland,Store_01,Meat,1,176,134,0,25.25,42
4,Jylland,Store_01,Produce,0,98,122,0,23.01,0
4,Jylland,Store_01,Bakery,0,137,144,0,10.28,0
4,Jylland,Store_01,Frozen,0,84,76,0,15.82,8
4,Jylland,Store_01,Dry Goods,1,177,204,12,19.33,0
4,Jylland,Store_02,Dairy,1,170,148,0,33.51,22
4,Jylland,Store_02,Meat,1,165,119,0,35.44,46
4,Jylland,Store_02,Produce,1,91,73,0,38.74,18
4,Jylland,Store_02,Bakery,0,154,178,0,32.69,0
4,Jylland,Store_02,Frozen,1,149,118,0,31.66,31
4,Jylland,Store_02,Dry Goods,1,178,84,0,14.13,94
4,Jylland,Store_03,Dairy,0,182,235,0,12.79,0
4,Jylland,Store_03,Meat,1,83,71,0,25.3,12
4,Jylland,Store_03,Produce,1,180,249,5,11.58,0
4,Jylland,Store_03,Bakery,1,109,163,19,28.06,0
4,Jylland,Store_03,Frozen,0,98,77,0,11.76,21
4,Jylland,Store_03,Dry Goods,0,109,108,0,39.46,1
4,Sjælland,Store_04,Dairy,1,98,70,0,19.85,28
4,Sjælland,Store_04,Meat,1,97,92,0,21.14,5
4,Sjælland,Store_04,Produce,0,171,179,0,22.64,0
4,Sjælland,Store_04,Bakery,1,191,218,16,13.55,0
4,Sjælland,Store_04,Frozen,1,157,190,17,16.09,0
4,Sjælland,Store_04,Dry Goods,1,89,108,19,14.96,0
4,Jylland,Store_05,Dairy,1,197,203,14,33.48,0
4,Jylland,Store_05,Meat,0,114,63,0,22.89,51
4,Jylland,Store_05,Produce,1,172,111,0,23.06,61
4,Jylland,Store_05,Bakery,1,179,53,0,14.0,126
4,Jylland,Store_05,Frozen,0,182,169,0,37.68,13
4,Jylland,Store_05,Dry Goods,1,164,123,0,12.07,41
4,Sjælland,Store_06,Dairy,0,171,130,0,33.61,41
4,Sjælland,Store_06,Meat,1,95,72,0,32.78,23
4,Sjælland,Store_06,Produce,1,156,128,0,35.59,28
4,Sjælland,Store_06,Bakery,0,161,141,0,37.19,20
4,Sjælland,Store_06,Frozen,0,147,186,0,12.59,0
4,Sjælland,Store_06,Dry Goods,0,111,90,0,29.91,21
4,Jylland,Store_07,Dairy,1,150,193,15,31.92,0
4,Jylland,Store_07,Meat,1,161,145,0,14.35,16
4,Jylland,Store_07,Produce,1,116,77,0,39.16,39
4,Jylland,Store_07,Bakery,1,140,224,10,10.66,0
4,Jylland,Store_07,Frozen,1,185,197,2,25.7,0
4,Jylland,Store_07,Dry Goods,0,177,150,0,22.12,27
4,Sjælland,Store_08,Dairy,1,128,101,0,23.75,27
4,Sjælland,Store_08,Meat,1,164,167,6,38.37,0
4,Sjælland,Store_08,Produce,1,145,204,13,11.87,0
4,Sjælland,Store_08,Bakery,1,139,129,0,20.68,10
4,Sjælland,Store_08,Frozen,1,194,163,0,17.76,31
4,Sjælland,Store_08,Dry Goods,0,147,169,0,32.7,0
4,Sjælland,Store_09,Dairy,0,164,124,0,17.66,40
4,Sjælland,Store_09,Meat,1,119,132,18,10.82,0
4,Sjælland,Store_09,Produce,0,82,83,0,24.93,0
4,Sjælland,Store_09,Bakery,0,131,159,0,23.55,0
4,Sjælland,Store_09,Frozen,0,122,125,0,18.61,0
4,Sjælland,Store_09,Dry Goods,1,115,73,0,18.29,42
4,Sjælland,Store_10,Dairy,1,94,95,11,23.43,0
4,Sjælland,Store_10,Meat,1,81,98,8,28.4,0
4,Sjælland,Store_10,Produce,0,106,97,0,15.53,9
4,Sjælland,Store_10,Bakery,1,127,114,0,14.56,13
4,Sjælland,Store_10,Frozen,1,149,161,17,39.65,0
4,Sjælland,Store_10,Dry Goods,1,196,169,0,30.04,27
4,Jylland,Store_11,Dairy,0,181,198,0,12.79,0
4,Jylland,Store_11,Meat,0,99,79,0,36.71,20
4,Jylland,Store_11,Produce,0,84,94,0,13.32,0
4,Jylland,Store_11,Bakery,1,90,84,0,37.04,6
4,Jylland,Store_11,Frozen,1,152,148,0,34.85,4
4,Jylland,Store_11,Dry Goods,0,169,74,0,17.33,95
4,Sjælland,Store_12,Dairy,0,112,96,0,20.44,16
4,Sjælland,Store_12,Meat,1,137,122,0,28.41,15
4,Sjælland,Store_12,Produce,1,101,121,16,17.62,0
4,Sjælland,Store_12,Bakery,0,95,109,0,13.19,0
4,Sjælland,Store_12,Frozen,0,199,178,0,35.11,21
4,Sjælland,Store_12,Dry Goods,0,142,160,0,20.21,0
4,Jylland,Store_13,Dairy,0,94,118,0,38.15,0
4,Jylland,Store_13,Meat,1,118,79,0,34.22,39
4,Jylland,Store_13,Produce,0,158,174,0,30.12,0
4,Jylland,Store_13,Bakery,1,170,159,0,21.69,11
4,Jylland,Store_13,Frozen,0,93,96,0,21.41,0
4,Jylland,Store_13,Dry Goods,1,157,200,21,10.54,0
4,Sjælland,Store_14,Dairy,0,181,213,0,18.77,0
4,Sjælland,Store_14,Meat,1,121,107,0,30.98,14
4,Sjælland,Store_14,Produce,1,124,151,20,36.18,0
4,Sjælland,Store_14,Bakery,0,117,101,0,13.61,16
4,Sjælland,Store_14,Frozen,0,160,84,0,27.95,76
4,Sjælland,Store_14,Dry Goods,0,138,127,0,31.91,11
4,Jylland,Store_15,Dairy,0,171,189,0,27.8,0
4,Jylland,Store_15,Meat,1,134,164,17,17.19,0
4,Jylland,Store_15,Produce,1,109,64,0,33.67,45
4,Jylland,Store_15,Bakery,1,100,87,0,11.91,13
4,Jylland,Store_15,Frozen,1,146,208,10,37.29,0
4,Jylland,Store_15,Dry Goods,1,160,156,0,11.94,4
4,Jylland,Store_16,Dairy,0,166,90,0,23.04,76
4,Jylland,Store_16,Meat,1,184,152,0,20.22,32
4,Jylland,Store_16,Produce,0,101,141,0,27.75,0
4,Jylland,Store_16,Bakery,1,83,110,8,13.95,0
4,Jylland,Store_16,Frozen,0,155,239,0,38.52,0
4,Jylland,Store_16,Dry Goods,1,134,128,0,39.52,6
4,Sjælland,Store_17,Dairy,1,165,134,0,24.17,31
4,Sjælland,Store_17,Meat,0,87,58,0,17.17,29
4,Sjælland,Store_17,Produce,1,136,128,0,15.88,8
4,Sjælland,Store_17,Bakery,1,188,90,0,24.23,98
4,Sjælland,Store_17,Frozen,1,140,129,0,34.08,11
4,Sjælland,Store_17,Dry Goods,1,141,114,0,21.9,27
4,Sjælland,Store_18,Dairy,0,167,175,0,13.42,0
4,Sjælland,Store_18,Meat,0,118,95,0,27.24,23
4,Sjælland,Store_18,Produce,0,143,128,0,21.84,15
4,Sjælland,Store_18,Bakery,1,155,129,0,36.47,26
4,Sjælland,Store_18,Frozen,1,188,113,0,34.71,75
4,Sjælland,Store_18,Dry Goods,1,148,181,9,35.89,0
4,Sjælland,Store_19,Dairy,1,126,130,19,17.7,0
4,Sjælland,Store_19,Meat,1,112,94,0,23.69,18
4,Sjælland,Store_19,Produce,0,98,125,0,37.01,0
4,Sjælland,Store_19,Bakery,1,194,300,16,32.5,0
4,Sjælland,Store_19,Frozen,1,108,78,0,27.81,30
4,Sjælland,Store_19,Dry Goods,0,161,217,0,14.17,0
4,Sjælland,Store_20,Dairy,0,82,69,0,37.07,13
4,Sjælland,Store_20,Meat,0,95,103,0,39.74,0
4,Sjælland,Store_20,Produce,1,120,69,0,24.58,51
4,Sjælland,Store_20,Bakery,1,169,141,0,37.3,28
4,Sjælland,Store_20,Frozen,1,174,232,7,35.37,0
4,Sjælland,Store_20,Dry Goods,1,97,93,0,22.12,4
4,Sjælland,Store_21,Dairy,1,181,168,0,33.95,13
4,Sjælland,Store_21,Meat,1,107,145,13,37.5,0
4,Sjælland,Store_21,Produce,1,183,170,0,21.79,13
4,Sjælland,Store_21,Bakery,1,113,110,0,15.01,3
4,Sjælland,Store_21,Frozen,1,147,141,0,25.52,6
4,Sjælland,Store_21,Dry Goods,0,114,126,0,20.22,0
4,Sjælland,Store_22,Dairy,1,128,167,13,26.79,0
4,Sjælland,Store_22,Meat,0,192,197,0,14.22,0
4,Sjælland,Store_22,Produce,1,199,200,14,21.53,0
4,Sjælland,Store_22,Bakery,0,197,217,0,37.77,0
4,Sjælland,Store_22,Frozen,1,130,71,0,37.0,59
4,Sjælland,Store_22,Dry Goods,0,121,110,0,21.24,11
4,Sjælland,Store_23,Dairy,1,97,59,0,20.21,38
4,Sjælland,Store_23,Meat,1,116,72,0,24.34,44
4,Sjælland,Store_23,Produce,1,188,217,20,20.69,0
4,Sjælland,Store_23,Bakery,1,188,211,20,15.32,0
4,Sjælland,Store_23,Frozen,1,187,216,5,20.42,0
4,Sjælland,Store_23,Dry Goods,1,103,89,0,39.99,14
4,Sjælland,Store_24,Dairy,1,179,192,20,16.04,0
4,Sjælland,Store_24,Meat,0,107,131,0,35.58,0
4,Sjælland,Store_24,Produce,1,197,209,14,23.75,0
4,Sjælland,Store_24,Bakery,0,197,220,0,33.72,0
4,Sjælland,Store_24,Frozen,0,160,145,0,11.03,15
4,Sjælland,Store_24,Dry Goods,1,194,289,20,25.39,0
4,Sjælland,Store_25,Dairy,1,149,82,0,18.57,67
4,Sjælland,Store_25,Meat,0,167,219,0,23.24,0
4,Sjælland,Store_25,Produce,1,143,240,20,36.83,0
4,Sjælland,Store_25,Bakery,1,171,159,0,34.83,12
4,Sjælland,Store_25,Frozen,1,83,80,0,39.88,3
4,Sjælland,Store_25,Dry Goods,0,124,167,0,23.17,0
5,Jylland,Store_01,Dairy,1,98,70,0,10.92,28
5,Jylland,Store_01,Meat,1,140,110,0,37.79,30
5,Jylland,Store_01,Produce,0,175,178,0,28.98,0
5,Jylland,Store_01,Bakery,1,155,196,3,20.0,0
5,Jylland,Store_01,Frozen,1,109,94,0,10.43,15
5,Jylland,Store_01,Dry Goods,1,104,126,6,32.21,0
5,Sjælland,Store_02,Dairy,1,84,93,2,35.38,0
5,Sjælland,Store_02,Meat,1,183,205,10,31.69,0
5,Sjælland,Store_02,Produce,0,83,68,0,20.46,15
5,Sjælland,Store_02,Bakery,0,139,133,0,27.31,6
5,Sjælland,Store_02,Frozen,1,124,124,0,18.99,0
5,Sjælland,Store_02,Dry Goods,0,198,228,0,35.26,0
5,Sjælland,Store_03,Dairy,1,145,139,0,18.86,6
5,Sjælland,Store_03,Meat,0,118,97,0,22.04,21
5,Sjælland,Store_03,Produce,0,199,240,0,19.64,0
5,Sjælland,Store_03,Bakery,1,144,137,0,26.47,7
5,Sjælland,Store_03,Frozen,0,92,53,0,29.43,39
5,Sjælland,Store_03,Dry Goods,0,160,208,0,31.59,0
5,Jylland,Store_04,Dairy,1,179,149,0,30.48,30
5,Jylland,Store_04,Meat,0,107,112,0,17.04,0
5,Jylland,Store_04,Produce,0,158,199,0,14.29,0
5,Jylland,Store_04,Bakery,1,161,272,13,24.9,0
5,Jylland,Store_04,Frozen,0,161,183,0,18.15,0
5,Jylland,Store_04,Dry Goods,1,136,163,18,25.33,0
5,Sjælland,Store_05,Dairy,0,117,122,0,24.01,0
5,Sjælland,Store_05,Meat,0,123,150,0,32.23,0
5,Sjælland,Store_05,Produce,0,90,86,0,26.95,4
5,Sjælland,Store_05,Bakery,1,147,152,5,37.22,0
5,Sjælland,Store_05,Frozen,1,162,152,0,38.92,10
5,Sjælland,Store_05,Dry Goods,0,137,162,0,11.27,0
5,Jylland,Store_06,Dairy,1,168,189,14,15.48,0
5,Jylland,Store_06,Meat,0,90,71,0,38.52,19
5,Jylland,Store_06,Produce,1,173,164,0,29.03,9
5,Jylland,Store_06,Bakery,1,96,54,0,20.8,42
5,Jylland,Store_06,Frozen,1,107,105,0,13.33,2
5,Jylland,Store_06,Dry Goods,1,178,227,13,10.09,0
5,Jylland,Store_07,Dairy,0,180,194,0,16.36,0
5,Jylland,Store_07,Meat,1,154,165,23,36.4,0
5,Jylland,Store_07,Produce,0,188,219,0,13.77,0
5,Jylland,Store_07,Bakery,1,149,142,0,29.34,7
5,Jylland,Store_07,Frozen,0,183,295,0,12.56,0
5,Jylland,Store_07,Dry Goods,0,92,69,0,11.74,23
5,Sjælland,Store_08,Dairy,1,123,132,14,21.37,0
5,Sjælland,Store_08,Meat,0,165,138,0,31.28,27
5,Sjælland,Store_08,Produce,1,114,40,0,25.93,74
5,Sjælland,Store_08,Bakery,1,103,98,0,31.75,5
5,Sjælland,Store_08,Frozen,1,139,188,17,33.19,0
5,Sjælland,Store_08,Dry Goods,1,137,118,0,35.71,19
5,Jylland,Store_09,Dairy,0,126,118,0,17.97,8
5,Jylland,Store_09,Meat,0,196,205,0,20.25,0
5,Jylland,Store_09,Produce,1,86,59,0,10.04,27
5,Jylland,Store_09,Bakery,0,179,113,0,26.45,66
5,Jylland,Store_09,Frozen,1,130,151,9,16.21,0
5,Jylland,Store_09,Dry Goods,0,183,213,0,11.97,0
5,Sjælland,Store_10,Dairy,0,107,88,0,30.15,19
5,Sjælland,Store_10,Meat,1,183,181,0,38.28,2
5,Sjælland,Store_10,Produce,1,175,231,23,20.97,0
5,Sjælland,Store_10,Bakery,0,187,250,0,28.59,0
5,Sjælland,Store_10,Frozen,1,104,114,12,39.45,0
5,Sjælland,Store_10,Dry Goods,1,147,198,16,14.92,0
5,Jylland,Store_11,Dairy,1,126,118,0,24.1,8
5,Jylland,Store_11,Meat,1,184,205,15,11.87,0
5,Jylland,Store_11,Produce,0,84,51,0,11.34,33
5,Jylland,Store_11,Bakery,1,117,116,0,25.89,1
5,Jylland,Store_11,Frozen,0,140,162,0,32.83,0
5,Jylland,Store_11,Dry Goods,1,125,130,14,23.76,0
5,Jylland,Store_12,Dairy,1,87,96,13,38.82,0
5,Jylland,Store_12,Meat,0,178,194,0,24.95,0
5,Jylland,Store_12,Produce,1,138,139,12,23.77,0
5,Jylland,Store_12,Bakery,1,166,179,7,28.67,0
5,Jylland,Store_12,Frozen,1,83,94,3,30.95,0
5,Jylland,Store_12,Dry Goods,0,159,189,0,39.32,0
5,Jylland,Store_13,Dairy,0,87,71,0,16.96,16
5,Jylland,Store_13,Meat,1,160,201,21,26.95,0
5,Jylland,Store_13,Produce,1,165,211,5,20.71,0
5,Jylland,Store_13,Bakery,1,121,131,12,11.38,0
5,Jylland,Store_13,Frozen,1,183,204,23,22.86,0
5,Jylland,Store_13,Dry Goods,0,146,172,0,36.84,0
5,Sjælland,Store_14,Dairy,1,133,157,20,24.84,0
5,Sjælland,Store_14,Meat,1,150,143,0,21.15,7
5,Sjælland,Store_14,Produce,0,196,112,0,28.66,84
5,Sjælland,Store_14,Bakery,1,172,153,0,26.92,19
5,Sjælland,Store_14,Frozen,0,147,117,0,38.69,30
5,Sjælland,Store_14,Dry Goods,0,199,236,0,18.47,0
5,Jylland,Store_15,Dairy,1,90,46,0,19.79,44
5,Jylland,Store_15,Meat,1,188,267,8,36.82,0
5,Jylland,Store_15,Produce,1,119,161,11,36.67,0
5,Jylland,Store_15,Bakery,1,188,162,0,27.73,26
5,Jylland,Store_15,Frozen,0,98,87,0,29.08,11
5,Jylland,Store_15,Dry Goods,0,94,96,0,36.38,0
5,Sjælland,Store_16,Dairy,0,106,93,0,30.81,13
5,Sjælland,Store_16,Meat,1,185,229,5,14.55,0
5,Sjælland,Store_16,Produce,1,166,159,0,26.4,7
5,Sjælland,Store_16,Bakery,1,139,162,23,20.87,0
5,Sjælland,Store_16,Frozen,1,119,97,0,19.12,22
5,Sjælland,Store_16,Dry Goods,0,130,96,0,11.56,34
5,Sjælland,Store_17,Dairy,0,194,253,0,35.45,0
5,Sjælland,Store_17,Meat,1,129,155,6,31.38,0
5,Sjælland,Store_17,Produce,1,157,142,0,39.99,15
5,Sjælland,Store_17,Bakery,1,95,75,0,32.63,20
5,Sjælland,Store_17,Frozen,0,100,91,0,22.43,9
5,Sjælland,Store_17,Dry Goods,1,111,82,0,15.02,29
5,Jylland,Store_18,Dairy,1,90,82,0,20.85,8
5,Jylland,Store_18,Meat,1,190,299,22,26.8,0
5,Jylland,Store_18,Produce,1,142,60,0,37.99,82
5,Jylland,Store_18,Bakery,1,183,190,16,31.43,0
5,Jylland,Store_18,Frozen,1,80,71,0,10.93,9
5,Jylland,Store_18,Dry Goods,0,152,187,0,20.36,0
5,Sjælland,Store_19,Dairy,1,82,88,17,26.86,0
5,Sjælland,Store_19,Meat,1,144,127,0,19.36,17
5,Sjælland,Store_19,Produce,1,179,210,19,10.48,0
5,Sjælland,Store_19,Bakery,1,114,138,9,33.93,0
5,Sjælland,Store_19,Frozen,1,113,70,0,31.15,43
5,Sjælland,Store_19,Dry Goods,1,176,160,0,39.01,16
5,Sjælland,Store_20,Dairy,1,106,78,0,38.85,28
5,Sjælland,Store_20,Meat,1,98,96,0,21.9,2
5,Sjælland,Store_20,Produce,0,153,175,0,28.75,0
5,Sjælland,Store_20,Bakery,0,101,126,0,30.18,0
5,Sjælland,Store_20,Frozen,1,86,95,19,34.98,0
5,Sjælland,Store_20,Dry Goods,1,161,153,0,17.43,8
5,Sjælland,Store_21,Dairy,0,91,68,0,20.59,23
5,Sjælland,Store_21,Meat,1,176,127,0,22.92,49
5,Sjælland,Store_21,Produce,1,148,128,0,30.56,20
5,Sjælland,Store_21,Bakery,0,145,83,0,16.16,62
5,Sjælland,Store_21,Frozen,0,112,150,0,28.97,0
5,Sjælland,Store_21,Dry Goods,0,98,126,0,33.56,0
5,Jylland,Store_22,Dairy,1,103,89,0,39.41,14
5,Jylland,Store_22,Meat,0,108,62,0,39.31,46
5,Jylland,Store_22,Produce,0,137,129,0,32.14,8
5,Jylland,Store_22,Bakery,1,120,92,0,16.13,28
5,Jylland,Store_22,Frozen,1,150,118,0,24.49,32
5,Jylland,Store_22,Dry Goods,0,103,85,0,29.7,18
5,Jylland,Store_23,Dairy,1,118,114,0,30.87,4
5,Jylland,Store_23,Meat,1,178,145,0,29.46,33
5,Jylland,Store_23,Produce,0,113,87,0,26.91,26
5,Jylland,Store_23,Bakery,1,175,238,17,27.51,0
5,Jylland,Store_23,Frozen,1,138,173,2,13.51,0
5,Jylland,Store_23,Dry Goods,1,132,140,16,16.39,0
5,Jylland,Store_24,Dairy,0,199,281,0,30.4,0
5,Jylland,Store_24,Meat,1,192,226,14,27.49,0
5,Jylland,Store_24,Produce,0,115,136,0,32.18,0
5,Jylland,Store_24,Bakery,0,117,159,0,13.06,0
5,Jylland,Store_24,Frozen,0,133,157,0,12.53,0
5,Jylland,Store_24,Dry Goods,1,190,174,0,17.76,16
5,Sjælland,Store_25,Dairy,1,105,156,19,31.42,0
5,Sjælland,Store_25,Meat,0,192,217,0,34.55,0
5,Sjælland,Store_25,Produce,0,131,108,0,17.43,23
5,Sjælland,Store_25,Bakery,0,140,109,0,22.74,31
5,Sjælland,Store_25,Frozen,0,112,95,0,38.54,17
5,Sjælland,Store_25,Dry Goods,1,117,124,20,24.81,0
6,Sjælland,Store_01,Dairy,1,82,111,15,18.74,0
6,Sjælland,Store_01,Meat,1,160,187,10,16.19,0
6,Sjælland,Store_01,Produce,1,118,94,0,36.86,24
6,Sjælland,Store_01,Bakery,1,135,88,0,33.62,47
6,Sjælland,Store_01,Frozen,1,137,165,9,23.28,0
6,Sjælland,Store_01,Dry Goods,1,116,86,0,33.52,30
6,Sjælland,Store_02,Dairy,1,90,60,0,27.71,30
6,Sjælland,Store_02,Meat,1,186,205,23,10.85,0
6,Sjælland,Store_02,Produce,0,80,70,0,29.66,10
6,Sjælland,Store_02,Bakery,0,117,159,0,13.36,0
6,Sjælland,Store_02,Frozen,1,192,218,8,31.62,0
6,Sjælland,Store_02,Dry Goods,1,162,119,0,13.31,43
6,Sjælland,Store_03,Dairy,0,139,203,0,17.65,0
6,Sjælland,Store_03,Meat,1,131,65,0,36.18,66
6,Sjælland,Store_03,Produce,1,125,89,0,25.17,36
6,Sjælland,Store_03,Bakery,1,176,116,0,19.56,60
6,Sjælland,Store_03,Frozen,1,85,88,23,25.65,0
6,Sjælland,Store_03,Dry Goods,1,166,289,18,20.34,0
6,Sjælland,Store_04,Dairy,1,165,149,0,22.33,16
6,Sjælland,Store_04,Meat,1,195,105,0,16.89,90
6,Sjælland,Store_04,Produce,0,96,110,0,25.96,0
6,Sjælland,Store_04,Bakery,1,173,190,23,26.24,0
6,Sjælland,Store_04,Frozen,0,186,212,0,13.64,0
6,Sjælland,Store_04,Dry Goods,1,194,210,5,13.55,0
6,Sjælland,Store_05,Dairy,0,118,113,0,17.03,5
6,Sjælland,Store_05,Meat,0,107,91,0,27.16,16
6,Sjælland,Store_05,Produce,1,88,53,0,26.23,35
6,Sjælland,Store_05,Bakery,1,126,66,0,32.61,60
6,Sjælland,Store_05,Frozen,0,177,221,0,28.94,0
6,Sjælland,Store_05,Dry Goods,1,156,146,0,30.9,10
6,Sjælland,Store_06,Dairy,1,118,130,8,13.43,0
6,Sjælland,Store_06,Meat,1,146,116,0,16.13,30
6,Sjælland,Store_06,Produce,1,132,149,12,12.07,0
6,Sjælland,Store_06,Bakery,1,158,210,22,16.66,0
6,Sjælland,Store_06,Frozen,1,95,124,23,35.3,0
6,Sjælland,Store_06,Dry Goods,1,130,134,23,33.75,0
6,Sjælland,Store_07,Dairy,0,145,129,0,10.4,16
6,Sjælland,Store_07,Meat,1,136,49,0,34.11,87
6,Sjælland,Store_07,Produce,1,127,84,0,32.29,43
6,Sjælland,Store_07,Bakery,1,195,190,0,29.45,5
6,Sjælland,Store_07,Frozen,0,145,155,0,16.95,0
6,Sjælland,Store_07,Dry Goods,1,185,185,0,19.63,0
6,Sjælland,Store_08,Dairy,0,143,198,0,21.23,0
6,Sjælland,Store_08,Meat,0,154,185,0,29.7,0
6,Sjælland,Store_08,Produce,1,170,217,18,21.2,0
6,Sjælland,Store_08,Bakery,1,177,159,0,33.18,18
6,Sjælland,Store_08,Frozen,1,104,60,0,26.44,44
6,Sjælland,Store_08,Dry Goods,1,141,205,8,30.32,0
6,Jylland,Store_09,Dairy,0,162,218,0,15.1,0
6,Jylland,Store_09,Meat,0,171,200,0,21.72,0
6,Jylland,Store_09,Produce,0,95,107,0,29.62,0
6,Jylland,Store_09,Bakery,1,180,244,22,28.97,0
6,Jylland,Store_09,Frozen,0,121,170,0,21.59,0
6,Jylland,Store_09,Dry Goods,1,136,113,0,17.25,23
6,Sjælland,Store_10,Dairy,1,155,191,17,12.31,0
6,Sjælland,Store_10,Meat,1,91,110,20,34.65,0
6,Sjælland,Store_10,Produce,1,175,242,16,29.1,0
6,Sjælland,Store_10,Bakery,1,140,64,0,19.74,76
6,Sjælland,Store_10,Frozen,0,107,59,0,29.64,48
6,Sjælland,Store_10,Dry Goods,1,153,141,0,29.86,12
6,Jylland,Store_11,Dairy,1,102,120,2,22.97,0
6,Jylland,Store_11,Meat,0,142,170,0,17.92,0
6,Jylland,Store_11,Produce,1,175,190,15,30.01,0
6,Jylland,Store_11,Bakery,0,135,82,0,16.03,53
6,Jylland,Store_11,Frozen,1,108,159,19,35.35,0
6,Jylland,Store_11,Dry Goods,0,133,108,0,31.21,25
6,Jylland,Store_12,Dairy,1,91,117,11,10.17,0
6,Jylland,Store_12,Meat,1,174,138,0,11.21,36
6,Jylland,Store_12,Produce,1,192,177,0,10.41,15
6,Jylland,Store_12,Bakery,0,196,249,0,16.96,0
6,Jylland,Store_12,Frozen,0,157,166,0,19.27,0
6,Jylland,Store_12,Dry Goods,0,186,208,0,10.16,0
6,Jylland,Store_13,Dairy,1,89,74,0,29.15,15
6,Jylland,Store_13,Meat,1,145,138,0,31.22,7
6,Jylland,Store_13,Produce,0,99,125,0,21.37,0
6,Jylland,Store_13,Bakery,0,107,112,0,25.83,0
6,Jylland,Store_13,Frozen,0,130,120,0,35.83,10
6,Jylland,Store_13,Dry Goods,1,117,31,0,27.79,86
6,Sjælland,Store_14,Dairy,1,97,119,12,15.02,0
6,Sjælland,Store_14,Meat,1,120,109,0,29.33,11
6,Sjælland,Store_14,Produce,1,133,108,0,29.08,25
6,Sjælland,Store_14,Bakery,1,94,82,0,16.12,12
6,Sjælland,Store_14,Frozen,0,193,238,0,15.09,0
6,Sjælland,Store_14,Dry Goods,0,191,213,0,10.75,0
6,Sjælland,Store_15,Dairy,1,119,89,0,22.06,30
6,Sjælland,Store_15,Meat,0,116,204,0,35.01,0
6,Sjælland,Store_15,Produce,1,133,191,9,27.82,0
6,Sjælland,Store_15,Bakery,1,108,150,9,16.92,0
6,Sjælland,Store_15,Frozen,1,163,116,0,35.89,47
6,Sjælland,Store_15,Dry Goods,1,127,146,22,34.0,0
6,Jylland,Store_16,Dairy,0,130,139,0,23.95,0
6,Jylland,Store_16,Meat,1,173,176,15,20.06,0
6,Jylland,Store_16,Produce,0,198,279,0,36.76,0
6,Jylland,Store_16,Bakery,0,189,141,0,21.57,48
6,Jylland,Store_16,Frozen,0,187,182,0,11.66,5
6,Jylland,Store_16,Dry Goods,1,111,75,0,15.02,36
6,Sjælland,Store_17,Dairy,1,119,106,0,28.92,13
6,Sjælland,Store_17,Meat,0,135,118,0,13.89,17
6,Sjælland,Store_17,Produce,0,128,84,0,39.26,44
6,Sjælland,Store_17,Bakery,0,83,62,0,14.41,21
6,Sjælland,Store_17,Frozen,0,167,86,0,26.9,81
6,Sjælland,Store_17,Dry Goods,1,148,142,0,24.35,6
6,Jylland,Store_18,Dairy,0,103,66,0,24.64,37
6,Jylland,Store_18,Meat,0,198,236,0,39.53,0
6,Jylland,Store_18,Produce,0,134,130,0,23.75,4
6,Jylland,Store_18,Bakery,1,127,106,0,26.42,21
6,Jylland,Store_18,Frozen,1,96,86,0,26.14,10
6,Jylland,Store_18,Dry Goods,1,160,192,10,38.21,0
6,Sjælland,Store_19,Dairy,1,156,153,0,24.5,3
6,Sjælland,Store_19,Meat,1,150,213,4,33.99,0
6,Sjælland,Store_19,Produce,0,118,164,0,13.78,0
6,Sjælland,Store_19,Bakery,0,160,149,0,34.54,11
6,Sjælland,Store_19,Frozen,1,156,142,0,29.34,14
6,Sjælland,Store_19,Dry Goods,0,118,197,0,37.97,0
6,Jylland,Store_20,Dairy,0,142,96,0,18.36,46
6,Jylland,Store_20,Meat,0,188,201,0,22.2,0
6,Jylland,Store_20,Produce,1,175,126,0,21.24,49
6,Jylland,Store_20,Bakery,1,82,86,13,26.7,0
6,Jylland,Store_20,Frozen,1,148,167,10,17.58,0
6,Jylland,Store_20,Dry Goods,1,163,123,0,17.49,40
6,Sjælland,Store_21,Dairy,0,121,137,0,32.51,0
6,Sjælland,Store_21,Meat,0,176,230,0,26.63,0
6,Sjælland,Store_21,Produce,0,103,124,0,11.2,0
6,Sjælland,Store_21,Bakery,0,87,86,0,37.74,1
6,Sjælland,Store_21,Frozen,1,92,40,0,32.82,52
6,Sjælland,Store_21,Dry Goods,0,81,38,0,32.81,43
6,Sjælland,Store_22,Dairy,1,92,79,0,34.83,13
6,Sjælland,Store_22,Meat,0,164,220,0,32.89,0
6,Sjælland,Store_22,Produce,0,160,256,0,37.32,0
6,Sjælland,Store_22,Bakery,1,174,183,22,11.51,0
